1619565250.6417546,1619565250.6500769
1619565250.6500902,1619565250.6710796
1619565250.6710916,1619565250.6711056
1619565250.671114,1619565250.6725497
1619565250.6725612,1619565250.6725755
1619565250.6725836,1619565250.6843603
1619565250.6843727,1619565250.6843884
1619565250.6843965,1619565250.7020702
1619565250.7020898,1619565250.7021081
1619565250.7021172,1619565250.7204537
1619565250.7204695,1619565250.7204857
1619565250.7204947,1619565250.722751
1619565250.7227666,1619565250.7361305
1619565250.7361434,1619565250.736159
1619565250.7361674,1619565250.7361808
1619565250.736189,1619565250.7481875
1619565250.748199,1619565250.7482135
1619565250.7482216,1619565250.7486997
1619565250.7487109,1619565250.7596703
1619565250.759684,1619565250.7597
1619565250.7597084,1619565250.7646637
1619565250.764675,1619565250.7812383
1619565250.7812533,1619565250.7812693
1619565250.7812777,1619565250.7812905
1619565250.7812986,1619565250.797195
1619565250.7972987,1619565250.7973247
1619565250.7973337,1619565250.7973473
1619565250.7973554,1619565250.8034322
1619565250.8034434,1619565250.8159385
1619565250.815949,1619565250.8165112
1619565250.816522,1619565250.8341842
1619565250.8341954,1619565250.8342094
1619565250.834218,1619565250.8355434
1619565250.8355546,1619565250.8474686
1619565250.8474822,1619565250.8474994
1619565250.8475091,1619565250.8490868
1619565250.8491004,1619565250.8564212
1619565250.8564594,1619565250.8731546
1619565250.8731716,1619565250.8731918
1619565250.8732035,1619565250.8825262
1619565250.8825395,1619565250.9000833
1619565250.9000957,1619565250.9001102
1619565250.9001188,1619565250.900132
1619565250.90014,1619565250.9012988
1619565250.9013097,1619565250.9132211
1619565250.9132323,1619565250.9132469
1619565250.9132555,1619565250.9332116
1619565250.9332242,1619565250.9332397
1619565250.9332485,1619565250.9347925
1619565250.934804,1619565250.9483259
1619565250.9483368,1619565250.948351
1619565250.9483593,1619565250.9483716
1619565250.94838,1619565250.9493213
1619565250.9493322,1619565250.9624352
1619565250.9624476,1619565250.9624624
1619565250.9624708,1619565250.9630141
1619565250.9630249,1619565250.9745631
1619565250.9745743,1619565250.9745884
1619565250.974597,1619565250.9863818
1619565250.9863937,1619565250.989994
1619565250.9900055,1619565251.0010743
1619565251.0010862,1619565251.0011008
1619565251.0011103,1619565251.012358
1619565251.0123706,1619565251.0123858
1619565251.0123942,1619565251.0172503
1619565251.0172617,1619565251.0391145
1619565251.039131,1619565251.0391521
1619565251.0391643,1619565251.0405815
1619565251.0405965,1619565251.051267
1619565251.0512817,1619565251.0662107
1619565251.0662258,1619565251.066243
1619565251.0662525,1619565251.0671415
1619565251.067155,1619565251.077878
1619565251.0778904,1619565251.077906
1619565251.077915,1619565251.0896437
1619565251.0896575,1619565251.0908709
1619565251.0908856,1619565251.1021137
1619565251.1021276,1619565251.1021454
1619565251.102156,1619565251.115589
1619565251.115604,1619565251.1156223
1619565251.1156325,1619565251.1163378
1619565251.1164818,1619565251.129521
1619565251.1295345,1619565251.1295516
1619565251.1295617,1619565251.1489553
1619565251.148967,1619565251.148981
1619565251.1489894,1619565251.1490023
1619565251.1490107,1619565251.1644056
1619565251.1644177,1619565251.1644325
1619565251.164441,1619565251.1644542
1619565251.1644623,1619565251.1644752
1619565251.1644833,1619565251.164496
1619565251.164504,1619565251.1669364
1619565251.1669478,1619565251.1835592
1619565251.183571,1619565251.1835864
1619565251.1835952,1619565251.1846793
1619565251.184786,1619565251.2023926
1619565251.2024128,1619565251.2024322
1619565251.202441,1619565251.203129
1619565251.2031403,1619565251.2142918
1619565251.2143068,1619565251.2143369
1619565251.2143471,1619565251.22606
1619565251.2260733,1619565251.2260892
1619565251.2260976,1619565251.2261107
1619565251.2261193,1619565251.2430928
1619565251.2431111,1619565251.243128
1619565251.2431371,1619565251.2576396
1619565251.2576556,1619565251.257725
1619565251.2577448,1619565251.25963
1619565251.2596436,1619565251.275063
1619565251.275075,1619565251.2750897
1619565251.275099,1619565251.2762892
1619565251.276301,1619565251.2905486
