1619564935.9887471,1619564936.0037827,
1619564936.0038624,1619564936.0137768
1619564936.0137994,1619564936.0243545
1619564936.0243914,1619564936.033298
1619564936.0333242,1619564936.0441337
1619564936.044154,1619564936.0665889
1619564936.0666366,1619564936.0862849
1619564936.0863063,1619564936.1000152
1619564936.1000419,1619564936.121078
1619564936.1210985,1619564936.1291497
1619564936.1291697,1619564936.150657
1619564936.150686,1619564936.1660848
1619564936.1661112,1619564936.171066
1619564936.1710846,1619564936.1867309
1619564936.1867578,1619564936.2015336
1619564936.201554,1619564936.2225204
1619564936.2225423,1619564936.2279565
1619564936.2279768,1619564936.251295
1619564936.251338,1619564936.266794
1619564936.2668161,1619564936.277708
1619564936.2777293,1619564936.2953389
1619564936.2953598,1619564936.3016107
1619564936.3016298,1619564936.3155425
1619564936.3155694,1619564936.3275204
1619564936.327543,1619564936.339056
1619564936.339099,1619564936.351486
1619564936.3515103,1619564936.3699865
1619564936.37002,1619564936.3740382
1619564936.3740673,1619564936.3808415
1619564936.3808687,1619564936.3978717
1619564936.3978908,1619564936.406537
1619564936.4065702,1619564936.4175398
1619564936.4176369,1619564936.4251833
1619564936.4252007,1619564936.4272268
1619564936.4272487,1619564936.447366
1619564936.4474087,1619564936.458179
1619564936.4582126,1619564936.4669838
1619564936.4670262,1619564936.4744558
1619564936.4744797,1619564936.4806743
1619564936.4806972,1619564936.4980674
1619564936.498092,1619564936.5126228
1619564936.5126436,1619564936.5183048
1619564936.5183258,1619564936.5271258
1619564936.5271597,1619564936.5360591
1619564936.5360858,1619564936.5496912
1619564936.5497339,1619564936.563497
1619564936.5635195,1619564936.5751348
1619564936.5751617,1619564936.5804465
1619564936.5804782,1619564936.5979574
1619564936.5979893,1619564936.610774
1619564936.6109278,1619564936.6144211
1619564936.6144423,1619564936.6262321
1619564936.6262667,1619564936.6300101
1619564936.630034,1619564936.6378918
1619564936.6379335,1619564936.649685
1619564936.649719,1619564936.6620243
1619564936.6620595,1619564936.6709726
1619564936.6709914,1619564936.6817286
1619564936.6817684,1619564936.6978424
1619564936.6978736,1619564936.7106264
1619564936.7106662,1619564936.7169616
1619564936.716985,1619564936.7239583
1619564936.7239788,1619564936.733661
1619564936.733718,1619564936.7472703
1619564936.7473128,1619564936.750231
