1619395568.1463668,1619395568.3607996
1619395568.3608737,1619395568.360957
1619395568.361047,1619395568.3611767
1619395568.3612566,1619395568.3613415
1619395568.361564,1619395568.3616545
1619395568.361728,1619395568.3618133
1619395568.361886,1619395568.3619668
1619395568.3620398,1619395568.3646593
1619395568.3647451,1619395568.3648343
1619395568.3649092,1619395568.3649933
1619395568.3650672,1619395568.3651502
1619395568.3652253,1619395568.365394
1619395568.3654735,1619395568.3655598
1619395568.3682642,1619395568.368397
1619395568.3684807,1619395568.3710012
1619395568.371089,1619395568.371401
1619395568.400541,1619395568.400644
1619395568.4024842,1619395568.4025881
1619395568.402665,1619395568.4027598
1619395568.4028459,1619395568.4029374
1619395568.4030204,1619395568.4031074
1619395568.5954113,1619395568.5954423
1619395568.595558,1619395568.595607
1619395568.5956323,1619395568.5956936
1619395568.5957952,1619395568.59588
1619395568.5959358,1619395568.5960155
1619395568.596097,1619395568.5961637
1619395568.5962398,1619395568.5963326
1619395568.596393,1619395568.5964792
1619395568.5965564,1619395568.5966222
1619395568.597009,1619395568.5971212
1619395568.5982683,1619395568.598379
1619395568.5984664,1619395568.5988004
1619395568.5989745,1619395568.599069
1619395568.5991523,1619395568.5992453
1619395568.599519,1619395568.5996165
1619395568.751693,1619395568.7528858
1619395568.7529643,1619395568.753045
1619395568.7531369,1619395568.756182
1619395568.7562594,1619395568.756342
1619395568.7564101,1619395568.7564895
1619395568.756563,1619395568.7566438
1619395568.7567163,1619395568.7567961
1619395568.7568684,1619395568.7569482
1619395568.757041,1619395568.7572422
1619395568.7573211,1619395568.7574077
1619395568.757484,1619395568.7575653
1619395568.7576416,1619395568.7577226
1619395568.7577953,1619395568.7581897
1619395568.7582724,1619395568.7583601
1619395568.7584338,1619395568.916703
1619395568.9167907,1619395568.916895
1619395568.916978,1619395568.9170702
1619395568.9171534,1619395568.9172456
1619395568.917328,1619395568.9174194
1619395568.9175336,1619395568.9176302
1619395568.917714,1619395568.9178066
1619395568.9178898,1619395568.9181132
1619395568.9194868,1619395568.9196098
1619395568.9196954,1619395568.9197884
1619395568.9198716,1619395568.919964
1619395568.9200473,1619395568.9201388
1619395568.920223,1619395568.9203148
1619395568.9203968,1619395568.923602
1619395569.1281052,1619395569.1282835
1619395569.1283624,1619395569.1284304
1619395569.1284873,1619395569.1285763
1619395569.1286337,1619395569.1287022
1619395569.1287558,1619395569.128843
1619395569.1289122,1619395569.129004
1619395569.1290638,1619395569.1291993
1619395569.1293025,1619395569.1293979
1619395569.1294806,1619395569.129598
1619395569.12965,1619395569.1297474
1619395569.129812,1619395569.12991
1619395569.1299748,1619395569.321009
1619395569.3210294,1619395569.321049
1619395569.3210588,1619395569.3210747
1619395569.3210845,1619395569.3211787
1619395569.321197,1619395569.3212178
1619395569.3212278,1619395569.3212428
1619395569.3212523,1619395569.3212671
1619395569.3212767,1619395569.3212912
1619395569.3213005,1619395569.321315
1619395569.3213246,1619395569.3213391
1619395569.3213487,1619395569.3213637
1619395569.3213732,1619395569.3213875
1619395569.3213973,1619395569.3214116
1619395569.3214211,1619395569.3214355
1619395569.3214447,1619395569.3214593
1619395569.3214686,1619395569.3214834
1619395569.3214927,1619395569.321507
1619395569.321517,1619395569.3215315
1619395569.321541,1619395569.3215556
1619395569.3215652,1619395569.3215797
1619395569.321589,1619395569.3216035
1619395569.321613,1619395569.4922588
1619395569.4923477,1619395569.4924543
1619395569.4925416,1619395569.4926522
1619395569.4927344,1619395569.4928262
1619395569.492909,1619395569.493023
1619395569.493126,1619395569.4932206
1619395569.4933026,1619395569.4934068
1619395569.4934943,1619395569.4936438
1619395569.493729,1619395569.4938226
1619395569.5809274,1619395569.5830817
1619395569.583176,1619395569.5832775
1619395569.5833566,1619395569.583446
1619395569.5835235,1619395569.5836122
1619395569.5836937,1619395569.5877573
1619395569.5896728,1619395569.589728
1619395569.5897586,1619395569.589796
1619395569.5898292,1619395569.5898705
1619395569.5919979,1619395569.5920482
1619395569.592078,1619395569.5921147
1619395569.592143,1619395569.5921793
1619395569.5922077,1619395569.5922432
1619395569.5922768,1619395569.592313
1619395569.5923412,1619395569.592377
1619395569.592405,1619395569.5924404
1619395569.592469,1619395569.765638
1619395569.765654,1619395569.7994254
1619395569.799441,1619395569.79946
1619395569.7994695,1619395569.7994847
1619395569.7994945,1619395569.7995093
1619395569.799519,1619395569.7995334
1619395569.7995427,1619395569.7995574
1619395569.7995667,1619395569.7995813
1619395569.7995908,1619395569.7996051
1619395569.7996151,1619395569.7996302
1619395569.7996418,1619395569.7996566
1619395569.7996664,1619395569.799681
1619395569.7996905,1619395569.799705
1619395569.7997148,1619395569.799729
1619395569.7997386,1619395569.7997532
1619395569.799763,1619395569.7998667
1619395569.7998846,1619395569.7999058
1619395569.7999158,1619395569.7999308
1619395569.7999403,1619395569.7999551
1619395569.799965,1619395569.7999794
1619395569.799989,1619395569.8000035
1619395569.8000133,1619395569.8000278
1619395569.8000374,1619395569.800052
1619395569.8000615,1619395569.8426602
1619395569.8428037,1619395569.9604266
