1619565328.4109209,1619565328.4164705,
1619565328.4164946,1619565328.4211164,
1619565328.4211326,1619565328.4249995,
1619565328.4250083,1619565328.4346676,
1619565328.4346802,1619565328.4368558,
1619565328.4368656,1619565328.441672,
1619565328.4416816,1619565328.4467597,
1619565328.4467666,1619565328.4553158,
1619565328.4553235,1619565328.460039,
1619565328.4600496,1619565328.4705234,
1619565328.4705334,1619565328.4795158,
1619565328.4795249,1619565328.4888122,
1619565328.4888203,1619565328.4961457,
1619565328.496153,1619565328.5135534,
1619565328.5135639,1619565328.516716,
1619565328.5167253,1619565328.5271173,
1619565328.5271306,1619565328.5392015,
1619565328.5392108,1619565328.5420165,
1619565328.542024,1619565328.5508842,
1619565328.5508928,1619565328.5565948,
1619565328.5566041,1619565328.561015,
1619565328.561023,1619565328.5673428,
1619565328.5673506,1619565328.5744398,
1619565328.5744474,1619565328.6319027,
1619565328.6319096,1619565328.6530726,
1619565328.653087,1619565328.657335,
1619565328.657343,1619565328.6593602,
1619565328.6593676,1619565328.6653714,
1619565328.6653793,1619565328.670402,
1619565328.6704094,1619565328.6751735,
1619565328.6751816,1619565328.6776967,
1619565328.6777055,1619565328.6798546,
1619565328.6798625,1619565328.6865914,
1619565328.6866012,1619565328.6888235,
1619565328.6888316,1619565328.6934423,
1619565328.69345,1619565328.7081215,
1619565328.708132,1619565328.7133038,
1619565328.7133117,1619565328.71667,
1619565328.716679,1619565328.7196105,
1619565328.719621,1619565328.7237148,
1619565328.7237244,1619565328.7263258,
1619565328.7263339,1619565328.7377322,
1619565328.7377408,1619565328.7400937,
1619565328.7401018,1619565328.7468271,
1619565328.7468352,1619565328.7493482,
1619565328.749355,1619565328.756034,
1619565328.7560415,1619565328.7596242,
1619565328.759632,1619565328.7643578,
1619565328.7643712,1619565328.7760537,
1619565328.7760634,1619565328.7815225,
1619565328.7815301,1619565328.7882032,
1619565328.788213,1619565328.7926936,
1619565328.792701,1619565328.7972448,
1619565328.797256,1619565328.8039546,
1619565328.8039632,1619565328.8087056,
1619565328.8087149,1619565328.8202672,
1619565328.8202748,1619565328.8245885,
1619565328.824597,1619565328.832156,
1619565328.832163,1619565328.841379,
1619565328.841388,1619565328.8469667,
1619565328.846976,1619565328.852548,
1619565328.8525555,1619565328.8575623,
1619565328.85757,1619565328.8713439,
1619565328.871362,1619565328.8829117,
1619565328.8829205,1619565328.8876169,
1619565328.8876283,1619565328.8944921,
1619565328.8945003,1619565328.8987496,
1619565328.8987586,1619565328.907404,
1619565328.907411,1619565328.909919,
1619565328.9099262,1619565328.9200344,
1619565328.9200628,1619565328.924081,
1619565328.9240885,1619565328.9271846,
1619565328.9271932,1619565328.9400902,
1619565328.9400983,1619565328.9461675,
1619565328.9461753,1619565328.9487994,
1619565328.9488077,1619565328.9511054,
1619565328.9511132,1619565328.959745,
1619565328.9597554,1619565328.9617052,
1619565328.961713,1619565328.9724581,
1619565328.9724662,1619565328.9761548,
1619565328.9761627,1619565328.9826741,
1619565328.9826813,1619565328.9914255,
1619565328.991434,1619565328.9938715,
1619565328.9938798,1619565328.997647,
1619565328.9976559,1619565329.004377,
1619565329.004385,1619565329.0094423,
1619565329.00945,1619565329.0136113,
1619565329.013621,1619565329.022683,
1619565329.022691,1619565329.0256672,
1619565329.0258543,1619565329.038135,
1619565329.038146,1619565329.0474617,
1619565329.0474734,1619565329.0514753,
1619565329.0514874,1619565329.056173,
1619565329.0561812,1619565329.0602298,
1619565329.0602412,1619565329.0652618,
1619565329.06527,1619565329.0769763,
1619565329.0769837,1619565329.0869138,
1619565329.0869246,1619565329.091366,
1619565329.0913742,1619565329.0964193,
1619565329.0964265,1619565329.1082215,
1619565329.1082313,1619565329.110336,
1619565329.110345,1619565329.114431,
1619565329.114439,1619565329.1177363,
1619565329.1177475,1619565329.122873,
1619565329.1228826,1619565329.1270607,
1619565329.1270704,1619565329.1353934,
1619565329.1354082,1619565329.1472046,
1619565329.1472125,1619565329.1494825,
1619565329.1494908,1619565329.1552799,
1619565329.1552892,1619565329.1593027,
1619565329.1593118,1619565329.1679957,
1619565329.1680174,1619565329.1747634,
1619565329.1747732,1619565329.1793225,
1619565329.1793332,1619565329.1905375,
1619565329.1905499,1619565329.1936774,
1619565329.1936874,1619565329.1974008,
1619565329.1974125,1619565329.2095635,
1619565329.209576,1619565329.2158403,
1619565329.2158518,1619565329.2239237,
1619565329.2239323,1619565329.232201,
1619565329.2322109,1619565329.2385676,
1619565329.2385783,1619565329.2445178,
1619565329.244533,1619565329.2549164,
1619565329.2549345,1619565329.265724,
1619565329.2657394,1619565329.2700703,
1619565329.2700858,1619565329.2740254,
1619565329.274034,1619565329.2758577,
1619565329.2758665,1619565329.2799172,
1619565329.2799268,1619565329.286412,
1619565329.286423,1619565329.2948022,
1619565329.2948153,1619565329.3038623,
1619565329.3038805,1619565329.308338,
1619565329.3083496,1619565329.3162215,
1619565329.3162296,1619565329.3239875,
1619565329.3239958,1619565329.331104,
1619565329.3311124,1619565329.3335571,
1619565329.3335662,1619565329.3408349,
1619565329.3408456,1619565329.3498454,
1619565329.3498602,1619565329.3535962,
1619565329.353751,1619565329.3553133,
1619565329.3553214,1619565329.3572962,
1619565329.3573034,1619565329.3649335,
1619565329.3649414,1619565329.3707235,
1619565329.37074,1619565329.3766685,
1619565329.376676,1619565329.3818626,
1619565329.3818727,1619565329.383432,
1619565329.383439,1619565329.391264,
1619565329.3912783,1619565329.4023042,
1619565329.402317,1619565329.4060767,
1619565329.4060864,1619565329.4087698,
1619565329.4087818,1619565329.417618,
1619565329.4176264,1619565329.422184,
1619565329.4221916,1619565329.428355,
1619565329.4283636,1619565329.4332716,
1619565329.4332798,1619565329.4406939,
1619565329.4408126,1619565329.4529474,
1619565329.4529574,1619565329.4556248,
1619565329.4556344,1619565329.4585783,
1619565329.4585862,1619565329.466119,
1619565329.4661293,1619565329.4692562,
1619565329.4692717,1619565329.4740837,
1619565329.4740927,1619565329.4760797,
1619565329.4760883,1619565329.4797962,
1619565329.479807,1619565329.486151,
1619565329.486161,1619565329.4897246,
1619565329.489736,1619565329.4944184,
1619565329.4944282,1619565329.507213,
1619565329.507225,1619565329.5181637,
1619565329.5181768,1619565329.521802,
1619565329.5218143,1619565329.5238361,
1619565329.5238452,1619565329.5305653,
1619565329.5305738,1619565329.5388002,
1619565329.5388162,1619565329.5445218,
1619565329.5445302,1619565329.5524447,
1619565329.552463,1619565329.5645368,
1619565329.5645518,1619565329.5707653,
1619565329.5707765,1619565329.5744631,
1619565329.5744781,1619565329.58347,
1619565329.5834808,1619565329.5874152,
